category_id|content|option_a|option_b|option_c|option_d|correct_answer|explanation
2|Listen! We ... football at the moment.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! My parents ... TV right now.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... English right now.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... a book at the moment.|read|are reading|have read|read|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! The students ... English right now.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! The workers ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! My parents ... football now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! My parents ... English right now.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! We ... football right now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! My parents ... football right now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... at the factory now.|work|are working|have worked|worked|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! My parents ... football right now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... football right now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! We ... TV now.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! My parents ... at the factory right now.|work|are working|have worked|worked|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... at the factory right now.|work|are working|have worked|worked|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! The workers ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! We ... TV now.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! They ... football now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! We ... English right now.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! My parents ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! The workers ... football right now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! The workers ... English now.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! They ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! My parents ... English at the moment.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! We ... football at the moment.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! The students ... TV now.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! We ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! My parents ... at the factory now.|work|are working|have worked|worked|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! The workers ... at the factory right now.|work|are working|have worked|worked|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! We ... a book now.|read|are reading|have read|read|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! My parents ... football right now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! The students ... TV right now.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! My parents ... a book right now.|read|are reading|have read|read|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! The workers ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! We ... English right now.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! We ... a book now.|read|are reading|have read|read|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! The students ... a book at the moment.|read|are reading|have read|read|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! They ... TV now.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! We ... football now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! The students ... TV at the moment.|watch|are watching|have watched|watched|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: at the moment, Listen!).
2|Listen! My parents ... a book right now.|read|are reading|have read|read|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... football now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! They ... football now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|Listen! We ... at the factory right now.|work|are working|have worked|worked|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! They ... at the factory right now.|work|are working|have worked|worked|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! My parents ... football right now.|play|are playing|have played|played|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: right now, Listen!).
2|Listen! The workers ... English now.|study|are studying|have studied|studied|B|Thì hiện tại tiếp diễn diễn tả hành động đang xảy ra (dấu hiệu: now, Listen!).
2|He ... a book in 2010.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|My brother ... TV last week.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... TV last week.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|He ... football in 2010.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|She ... at the factory yesterday.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... a book in 2010.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|The teacher ... TV yesterday.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|She ... football yesterday.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|Mary ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|My brother ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|Mary ... English in 2010.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|Mary ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|My brother ... TV two days ago.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|John ... a book two days ago.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|She ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|The doctor ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|Mary ... football yesterday.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|He ... football in 2010.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|My brother ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|She ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|He ... at the factory in 2010.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|John ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The teacher ... English yesterday.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The teacher ... at the factory in 2010.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|My brother ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|John ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|John ... at the factory in 2010.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|Mary ... TV yesterday.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|She ... football two days ago.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|The doctor ... at the factory yesterday.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|John ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|She ... English two days ago.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|She ... a book last week.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|Mary ... at the factory yesterday.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|She ... a book last week.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... a book two days ago.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|The doctor ... football yesterday.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The teacher ... at the factory last week.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|He ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The doctor ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... TV last week.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... TV yesterday.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|John ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|She ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... football two days ago.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... football two days ago.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|He ... TV two days ago.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|John ... English two days ago.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|He ... at the factory in 2010.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|She ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... a book in 2010.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|Mary ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The doctor ... football two days ago.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|The doctor ... English in 2010.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|He ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... a book two days ago.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|She ... at the factory yesterday.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... a book two days ago.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|The teacher ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... TV last week.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|She ... English in 2010.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|She ... TV two days ago.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|John ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The doctor ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|She ... football yesterday.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|He ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... at the factory in 2010.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|Mary ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|The doctor ... football yesterday.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|John ... English yesterday.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|She ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|He ... at the factory in 2010.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|John ... football in 2010.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|John ... football two days ago.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|She ... a book last week.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|He ... at the factory last week.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|He ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|He ... English in 2010.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|My brother ... a book two days ago.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|John ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|Mary ... football yesterday.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The doctor ... TV two days ago.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|The teacher ... TV two days ago.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|He ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|She ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|She ... a book in 2010.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|My brother ... English two days ago.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|My brother ... at the factory two days ago.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|The doctor ... football last week.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... football two days ago.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|My brother ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|Mary ... a book in 2010.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|She ... English yesterday.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|The teacher ... TV last week.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|John ... at the factory last week.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|She ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|He ... a book last week.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|He ... TV last week.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The teacher ... at the factory last week.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|John ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|John ... football two days ago.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|John ... a book two days ago.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|She ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|John ... at the factory yesterday.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|He ... at the factory last week.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The teacher ... TV last week.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|She ... football yesterday.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|John ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The doctor ... TV two days ago.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|My brother ... a book last week.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... football in 2010.|play|plays|played|was playing|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|John ... English in 2010.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|She ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|He ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|The doctor ... a book in 2010.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|Mary ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... English last week.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|My brother ... a book two days ago.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... at the factory last week.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|John ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|John ... TV in 2010.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
2|Mary ... at the factory last week.|work|works|worked|was working|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (last week).
2|The teacher ... English two days ago.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (two days ago).
2|Mary ... a book yesterday.|read|reads|read|was reading|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|She ... TV yesterday.|watch|watches|watched|was watching|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (yesterday).
2|The doctor ... English in 2010.|study|studies|studied|was studying|C|Thì quá khứ đơn diễn tả sự việc đã chấm dứt hoàn toàn trong quá khứ (in 2010).
